name,t_ms,in_size_bytes,out_size_bytes,nlines
webkit/appcache/appcache_request_handler.cc,2006,1635452,22744,61168
webkit/forms/form_data_predictions.cc,447,499311,2092,18808
webkit/appcache/appcache.cc,2631,1263816,30720,46233
webkit/appcache/appcache_database.cc,2549,1149573,57604,43277
webkit/appcache/appcache_response.cc,1935,1405179,30408,51765
webkit/forms/form_data.cc,974,889659,4112,33447
webkit/appcache/appcache_group.cc,2481,1477366,23280,55826
webkit/appcache/appcache_storage.cc,2072,1403479,19320,52017
webkit/appcache/appcache_host.cc,2533,1529391,33140,57227
webkit/forms/form_field_predictions.cc,451,465842,2680,17534
webkit/forms/password_form.cc,486,527543,4212,19911
webkit/appcache/manifest_parser.cc,1488,899408,18028,33902
webkit/appcache/appcache_working_set.cc,2045,1274640,16912,46465
webkit/forms/form_field.cc,866,862980,4112,32387
webkit/appcache/appcache_url_request_job.cc,1952,1614893,21240,60637
webkit/appcache/appcache_service.cc,2534,1510764,30048,56266
webkit/forms/password_form_dom_manager.cc,1140,881880,8860,33480
webkit/plugins/npapi/carbon_plugin_window_tracker_mac.cc,2557,4595061,6728,141238
webkit/appcache/view_appcache_internals_job.cc,3160,1645643,59512,61705
webkit/appcache/appcache_update_job.cc,4192,1557286,78900,57875
webkit/plugins/npapi/plugin_web_event_converter_mac.mm,2810,5554597,8368,175339
webkit/plugins/npapi/plugin_stream_posix.cc,2553,5031095,3728,156653
webkit/plugins/npapi/webplugin.cc,1435,3076381,2420,94443
webkit/plugins/npapi/plugin_group.cc,3078,4988278,16356,154990
webkit/plugins/plugin_constants.cc,46,1337,704,39
webkit/plugins/plugin_switches.cc,43,1011,564,57
webkit/plugins/ppapi/host_var_tracker.cc,2612,3865372,11412,125321
webkit/plugins/npapi/plugin_instance_mac.mm,3022,5849172,5784,186525
webkit/plugins/npapi/plugin_stream_url.cc,2642,5073978,5416,158550
webkit/plugins/npapi/plugin_list_mac.mm,2887,5358971,5396,169215
webkit/plugins/npapi/plugin_string_stream.cc,2316,4802640,2404,147707
webkit/plugins/npapi/plugin_lib_mac.mm,3151,5283454,13784,166270
webkit/plugins/npapi/plugin_stream.cc,3028,5250874,9552,163550
webkit/plugins/npapi/plugin_lib.cc,3274,5306999,16028,165945
webkit/plugins/npapi/plugin_host.cc,3425,5207311,30548,163523
webkit/plugins/ppapi/host_array_buffer_var.cc,384,434762,2524,16495
webkit/plugins/npapi/quickdraw_drawing_manager_mac.cc,1918,4249895,3868,128318
webkit/plugins/npapi/plugin_instance.cc,4238,5334132,34748,166545
webkit/appcache/appcache_storage_impl.cc,6456,1566862,131540,57553
webkit/plugins/npapi/plugin_list.cc,4388,5064321,38364,157709
webkit/plugins/ppapi/ppapi_interface_factory.cc,751,773908,4472,28855
webkit/plugins/ppapi/file_path.cc,2147,3776959,1636,122037
webkit/plugins/ppapi/audio_helper.cc,2290,3852183,3036,124852
webkit/plugins/ppapi/file_callbacks.cc,2336,3861416,5184,125123
webkit/plugins/ppapi/ppb_text_input_impl.cc,2198,3847610,3352,124523
webkit/plugins/ppapi/ppb_tcp_socket_private_impl.cc,2340,3876778,8944,125802
webkit/plugins/ppapi/event_conversion.cc,2715,3574553,15692,113152
webkit/plugins/npapi/webplugin_delegate_impl.cc,3116,5361697,10540,173634
webkit/plugins/ppapi/npobject_var.cc,2488,4899419,3784,151594
webkit/plugins/ppapi/host_globals.cc,2993,3947134,18268,128377
webkit/plugins/ppapi/npapi_glue.cc,3021,5233907,11608,165278
webkit/plugins/ppapi/message_channel.cc,3237,5497556,15828,174614
webkit/plugins/npapi/webplugin_delegate_impl_mac.mm,4070,6208086,30536,201989
webkit/plugins/ppapi/plugin_object.cc,2833,5231695,9708,165192
webkit/plugins/ppapi/plugin_module.cc,3328,4330925,35996,140729
webkit/plugins/ppapi/ppb_broker_impl.cc,2315,3858644,8192,125112
webkit/plugins/ppapi/ppb_flash_message_loop_impl.cc,976,978318,7972,37406
webkit/plugins/ppapi/ppb_audio_impl.cc,2634,4102144,14116,132545
webkit/plugins/ppapi/ppb_buffer_impl.cc,2399,3848617,9368,124666
webkit/plugins/ppapi/ppb_cursor_control_impl.cc,2299,3851348,3296,124726
webkit/plugins/npapi/webplugin_impl.cc,5004,5655854,69316,181089
webkit/plugins/ppapi/ppapi_webplugin_impl.cc,3271,5309396,16588,168430
webkit/plugins/ppapi/ppb_audio_input_impl.cc,2668,4102695,14304,132554
webkit/plugins/ppapi/ppb_layer_compositor_impl.cc,343,441505,6060,16400
webkit/plugins/ppapi/ppb_gpu_blacklist_private_impl.cc,720,799910,1656,30239
webkit/plugins/ppapi/ppb_directory_reader_impl.cc,2932,4132246,13840,134081
webkit/plugins/ppapi/ppb_file_chooser_impl.cc,2959,3899475,17936,126585
webkit/plugins/ppapi/ppb_file_io_impl.cc,2924,4142099,26664,134310
webkit/plugins/ppapi/ppb_file_system_impl.cc,2528,3951482,8996,128865
webkit/plugins/ppapi/ppb_file_ref_impl.cc,2880,4152802,18672,134744
webkit/plugins/ppapi/ppb_flash_clipboard_impl.cc,2617,3879076,9852,125886
webkit/plugins/ppapi/ppb_flash_file_impl.cc,2648,4081934,7560,132063
webkit/plugins/ppapi/ppb_uma_private_impl.cc,795,974408,1792,37397
webkit/plugins/ppapi/ppb_flash_menu_impl.cc,2773,3868432,14208,125454
webkit/plugins/ppapi/ppb_flash_impl.cc,3118,4282264,10728,141823
webkit/plugins/ppapi/ppb_video_layer_impl.cc,587,738339,4760,27640
webkit/plugins/ppapi/ppb_video_layer_software.cc,357,440074,5676,16300
webkit/plugins/ppapi/ppb_flash_net_connector_impl.cc,2386,3866150,10316,125348
webkit/plugins/ppapi/ppb_tcp_server_socket_private_impl.cc,2300,3880597,7516,125976
webkit/plugins/ppapi/ppapi_plugin_instance.cc,5530,5832847,76556,187555
webkit/plugins/ppapi/ppb_image_data_impl.cc,2462,4044417,7848,133441
webkit/plugins/ppapi/ppb_proxy_impl.cc,2470,4078297,4084,131962
webkit/plugins/ppapi/usb_key_code_conversion.cc,42,2615,356,150
webkit/plugins/ppapi/string.cc,306,419493,1704,15706
webkit/plugins/ppapi/ppb_udp_socket_private_impl.cc,2243,3874278,7840,125720
webkit/plugins/ppapi/ppb_url_response_info_impl.cc,2341,3867665,10236,125362
webkit/plugins/ppapi/ppb_scrollbar_impl.cc,2994,4268624,17472,140835
webkit/plugins/ppapi/ppb_url_request_info_impl.cc,2543,4107385,14116,132757
webkit/plugins/ppapi/ppb_graphics_2d_impl.cc,3755,5532446,28372,177912
webkit/plugins/ppapi/ppb_graphics_3d_impl.cc,3680,4676824,16432,148266
webkit/glue/alt_error_page_resource_fetcher.cc,980,1105415,4200,40618
webkit/plugins/webplugininfo.cc,1180,832400,9088,31395
webkit/plugins/ppapi/ppb_var_deprecated_impl.cc,2894,5223674,12292,164977
webkit/glue/gl_bindings_skia_cmd_buffer.cc,199,125447,6980,3720
webkit/plugins/sad_plugin.cc,1676,3183284,976,100499
webkit/plugins/ppapi/ppb_video_capture_impl.cc,3108,4080882,26428,131819
webkit/plugins/ppapi/ppb_url_loader_impl.cc,3582,4182707,31488,135818
webkit/plugins/ppapi/resource_helper.cc,2294,3867060,1904,125583
webkit/plugins/ppapi/ppb_widget_impl.cc,2471,4063013,8248,131278
webkit/glue/idb_bindings.cc,773,824111,2912,31104
webkit/glue/ftp_directory_listing_response_delegate.cc,1118,1211431,6916,44477
webkit/glue/p2p_transport.cc,350,446889,1308,16864
webkit/plugins/ppapi/resource_creation_impl.cc,2887,4297487,18980,139559
webkit/plugins/ppapi/ppb_websocket_impl.cc,3067,3929839,26092,127890
webkit/plugins/ppapi/ppb_video_decoder_impl.cc,3866,4724615,17444,150098
webkit/glue/image_decoder.cc,1412,3066668,1348,94719
webkit/glue/resource_type.cc,616,749214,1104,28321
webkit/plugins/ppapi/quota_file_io.cc,3225,4103101,30452,132626
webkit/glue/multipart_response_delegate.cc,1089,1029450,12460,38868
webkit/plugins/webview_plugin.cc,2927,4013518,36964,133570
webkit/glue/scoped_clipboard_writer_glue.cc,672,817763,1792,31113
webkit/glue/resource_loader_bridge.cc,984,982639,7776,37832
webkit/glue/resource_fetcher.cc,1053,1005093,10472,38086
webkit/glue/cpp_binding_example.cc,2685,4961237,8564,152158
webkit/glue/webcookie.cc,571,658147,2392,25028
webkit/glue/cpp_variant.cc,2600,4808369,7316,147601
webkit/glue/webmenuitem.cc,418,458644,2768,17273
webkit/glue/simple_webmimeregistry_impl.cc,1084,1086551,8120,39471
webkit/glue/glue_serialize.cc,2415,3554119,18864,112563
webkit/glue/dom_operations.cc,2618,3623205,18536,114977
webkit/glue/image_resource_fetcher.cc,2252,3790983,4524,121087
webkit/glue/cpp_bound_class.cc,3074,4954174,12860,153395
webkit/glue/weburlrequest_extradata_impl.cc,324,449777,948,16923
webkit/glue/npruntime_util.cc,2234,4659887,1932,142186
webkit/glue/webdropdata.cc,1287,962431,18032,36405
webkit/glue/webfileutilities_impl.cc,1238,1302031,9144,48563
webkit/glue/weburlresponse_extradata_impl.cc,299,403030,1580,15053
webkit/glue/web_intent_data.cc,312,405481,2128,15189
webkit/extensions/v8/gc_extension.cc,125,72378,848,3657
webkit/extensions/v8/heap_profiler_extension.cc,142,80720,3104,3917
webkit/extensions/v8/playback_extension.cc,129,73394,1560,3676
webkit/glue/websocketstreamhandle_impl.cc,1043,1056542,9632,40210
webkit/extensions/v8/profiler_extension.cc,157,74740,3736,3736
webkit/glue/window_open_disposition.cc,578,695398,1172,26193
webkit/glue/web_intent_service_data.cc,778,836386,4216,31452
webkit/glue/webthread_impl.cc,1157,1131546,12476,41631
webkit/glue/webcursor.cc,2119,3431450,6800,108721
webkit/glue/webclipboard_impl.cc,2403,3676491,15576,118132
webkit/glue/worker_task_runner.cc,1170,885563,12340,33521
webkit/glue/webthemeengine_impl_mac.cc,1920,4317049,996,131138
webkit/glue/weburlloader_impl.cc,1937,1667146,37316,66082
webkit/glue/web_io_operators.cc,1465,3031326,1948,92641
webkit/glue/webpreferences.cc,2260,3631426,8040,115773
webkit/glue/webmenurunner_mac.mm,2486,4406285,10132,142253
webkit/glue/webcursor_mac.mm,3140,5613507,13284,178455
webkit/glue/webkit_glue.cc,2987,3859206,27200,127179
ppapi/proxy/plugin_array_buffer_var.cc,436,480877,1896,18338
ppapi/proxy/host_var_serialization_rules.cc,792,858809,2376,32719
ppapi/proxy/interface_proxy.cc,1123,1156318,2792,45007
webkit/glue/webaccessibility.cc,3967,3655416,51296,115891
ppapi/proxy/interface_list.cc,1740,1443758,36932,54101
webkit/glue/webkitplatformsupport_impl.cc,3874,5691395,32360,184925
ppapi/proxy/ppb_buffer_proxy.cc,2189,1836517,14888,58378
ppapi/proxy/ppb_audio_input_proxy.cc,2512,1875399,27308,59840
ppapi/proxy/host_dispatcher.cc,2568,1692674,18148,53984
ppapi/proxy/ppb_core_proxy.cc,2188,1791721,10792,56832
ppapi/proxy/ppb_broker_proxy.cc,2426,1869649,23268,59534
ppapi/proxy/ppb_audio_proxy.cc,2486,1874643,26908,59833
webkit/plugins/ppapi/ppb_transport_impl.cc,2906,4141548,17760,134871
ppapi/proxy/plugin_globals.cc,1415,1402917,5220,52531
ppapi/proxy/broker_dispatcher.cc,1907,1591527,7824,50382
ppapi/proxy/dispatcher.cc,1957,1628581,5384,51912
ppapi/proxy/plugin_var_tracker.cc,2210,1644770,13756,52440
ppapi/proxy/plugin_var_serialization_rules.cc,1180,1193850,4360,46325
ppapi/proxy/plugin_message_filter.cc,1736,1486244,5832,46177
ppapi/proxy/ppapi_param_traits.cc,2416,1486394,19548,45931
ppapi/proxy/plugin_resource_tracker.cc,2127,1774740,4644,56315
ppapi/proxy/ppb_cursor_control_proxy.cc,2172,1839778,14616,58282
ppapi/proxy/plugin_dispatcher.cc,3055,1874820,25852,59649
ppapi/proxy/ppb_file_system_proxy.cc,2292,1866820,22152,59496
ppapi/proxy/ppb_flash_clipboard_proxy.cc,2260,1812326,15324,57506
ppapi/proxy/ppb_file_chooser_proxy.cc,2681,1875025,28780,59844
ppapi/proxy/ppb_file_io_proxy.cc,2576,1866503,39392,59297
ppapi/proxy/ppb_file_ref_proxy.cc,2599,1876622,36020,59686
ppapi/proxy/ppb_flash_menu_proxy.cc,2308,1839599,22880,58765
ppapi/proxy/ppb_flash_message_loop_proxy.cc,2253,1829071,20064,58232
ppapi/proxy/ppb_flash_proxy.cc,2567,1838170,28136,58542
ppapi/proxy/ppb_flash_net_connector_proxy.cc,2381,1873115,24536,59624
ppapi/proxy/ppb_tcp_socket_private_proxy.cc,2190,1684267,19108,53706
ppapi/proxy/ppb_graphics_2d_proxy.cc,2383,1873007,25864,59677
ppapi/proxy/ppb_flash_file_proxy.cc,3347,1791342,49244,56559
ppapi/proxy/ppb_image_data_proxy.cc,2347,2001450,15952,66490
ppapi/proxy/ppb_message_loop_proxy.cc,1675,1409176,16652,52877
ppapi/proxy/ppb_text_input_proxy.cc,2127,1833279,9648,58092
ppapi/proxy/ppb_instance_proxy.cc,2932,1906490,63092,60478
ppapi/proxy/ppb_testing_proxy.cc,2228,1831308,13836,58357
ppapi/proxy/ppb_pdf_proxy.cc,2366,1815513,20668,57701
ppapi/proxy/ppb_udp_socket_private_proxy.cc,2147,1681432,17668,53650
ppapi/proxy/ppb_url_response_info_proxy.cc,2239,1867111,17300,59530
ppapi/proxy/ppp_graphics_3d_proxy.cc,1995,1759608,5660,55629
ppapi/proxy/ppb_var_deprecated_proxy.cc,2650,1803353,47508,57042
ppapi/proxy/ppb_graphics_3d_proxy.cc,4107,2491787,48252,76400
ppapi/proxy/ppp_class_proxy.cc,2266,1773578,27580,55831
ppapi/proxy/proxy_module.cc,705,819233,2288,31002
ppapi/proxy/ppp_input_event_proxy.cc,2106,1808135,10452,57438
ppapi/proxy/ppp_instance_private_proxy.cc,2071,1765715,7960,55897
ppapi/proxy/proxy_object_var.cc,599,730102,2248,27748
ppapi/proxy/ppb_video_capture_proxy.cc,2900,1898529,45124,60238
ppapi/proxy/proxy_channel.cc,1081,1098842,3860,42672
ppapi/proxy/ppp_messaging_proxy.cc,1988,1766519,7252,55920
content/public/common/renderer_preferences.cc,96,62797,612,2546
ppapi/proxy/ppb_url_loader_proxy.cc,3183,1888354,45140,60159
content/public/common/gpu_info.cc,479,470929,1740,17714
content/public/common/media_stream_request.cc,523,499372,2180,18771
content/public/common/content_switches.cc,53,19950,12096,806
ppapi/proxy/ppp_instance_proxy.cc,2481,1839307,20024,58628
content/public/common/dx_diag_node.cc,444,446148,1780,16642
ppapi/proxy/serialized_structs.cc,862,877737,3400,33856
content/public/common/page_transition_types.cc,664,697437,2208,26337
content/public/common/ssl_status.cc,61,15275,452,629
content/public/common/frame_navigate_params.cc,551,581205,2356,22138
ppapi/proxy/serialized_flash_menu.cc,1161,1071513,4384,40082
content/public/common/serialized_script_value.cc,320,407573,2808,15238
content/public/common/file_chooser_params.cc,758,804419,1320,30404
content/public/common/show_desktop_notification_params.cc,381,432201,1912,16186
content/public/common/speech_input_result.cc,365,448968,1184,16905
content/public/common/child_process_host_delegate.cc,647,733065,1336,27844
ppapi/proxy/ppp_mouse_lock_proxy.cc,2101,1757430,5980,55492
ppapi/proxy/ppb_video_decoder_proxy.cc,3749,2492274,34044,76433
content/public/common/content_constants.cc,719,805134,800,30401
ppapi/proxy/ppp_video_decoder_proxy.cc,2234,1864472,10088,59368
ppapi/proxy/ppp_printing_proxy.cc,2322,1772623,14444,56095
content/public/common/url_constants.cc,799,873640,2772,32661
ppapi/proxy/serialized_var.cc,2017,1287984,25056,49134
content/common/content_counters.cc,709,817557,1688,31181
content/common/appcache/appcache_backend_proxy.cc,1124,1105181,3428,40812
ppapi/proxy/resource_creation_proxy.cc,2385,1916877,21144,61051
content/common/content_paths.cc,805,977566,1880,37072
content/common/appcache/appcache_dispatcher.cc,1252,1133061,7388,41843
content/common/clipboard_messages.cc,1178,1179980,1636,44561
content/common/child_process.cc,1358,1420072,4632,58483
content/public/common/pepper_plugin_info.cc,2267,3777698,1492,122073
content/common/debug_flags.cc,768,868000,3112,32550
content/common/gamepad_seqlock.cc,109,55330,892,2141
content/common/db_message_filter.cc,1127,1092561,6888,40914
content/public/common/context_menu_params.cc,2409,3492049,10132,110197
content/common/database_util.cc,1339,1315670,3912,49003
content/common/child_trace_message_filter.cc,1616,1415084,11688,52151
content/common/geoposition.cc,359,419441,2180,15795
content/common/child_process_host_impl.cc,1846,1475059,19240,59332
content/common/child_thread.cc,1911,1606632,13776,64632
content/common/fileapi/webfilesystem_callback_dispatcher.cc,1117,1128078,4648,43063
content/common/fileapi/webfilesystem_impl.cc,1303,1190990,8612,45903
content/common/fileapi/webfilewriter_impl.cc,1210,1176558,6512,45363
content/common/fileapi/file_system_dispatcher.cc,2029,1293495,22372,48003
content/common/mac/font_descriptor.mm,2448,4387836,2192,141563
content/common/font_list_mac.mm,2538,4457527,2844,144308
content/common/fileapi/webblobregistry_impl.cc,3103,5265384,8612,165634
ppapi/proxy/ppapi_messages.cc,11907,1718494,579064,45922
content/common/indexed_db/proxy_webidbdatabase_impl.cc,1564,1351331,10192,48413
content/common/hi_res_timer_manager_posix.cc,1032,1273819,1244,46419
content/common/indexed_db/indexed_db_key.cc,958,760389,9472,28698
content/common/indexed_db/indexed_db_key_range.cc,643,760942,2324,28758
content/common/gpu/gpu_memory_manager.cc,3392,4359566,9804,137052
content/common/gpu/image_transport_surface_mac.cc,3035,4360594,22968,138130
content/common/gpu/client/gpu_channel_host.cc,3818,4301673,31152,141878
content/common/gpu/client/content_gl_context.cc,4093,4798812,17928,156223
content/common/gpu/gpu_channel_manager.cc,4161,4647922,16828,146375
content/common/gpu/image_transport_surface.cc,3935,4629730,20008,145532
content/common/indexed_db/indexed_db_param_traits.cc,1441,1037163,11620,38622
content/common/gpu/client/gpu_video_decode_accelerator_host.cc,4428,5989572,15088,187859
content/common/gpu/client/command_buffer_proxy.cc,4861,6048831,24756,188077
content/common/indexed_db/indexed_db_message_filter.cc,1482,1343659,5768,46360
content/common/media/media_stream_options.cc,385,500389,1140,18826
content/common/indexed_db/proxy_webidbfactory_impl.cc,1111,1171116,3704,45064
content/common/gpu/media/gpu_video_decode_accelerator.cc,4132,4934136,17444,149799
content/common/gpu/gpu_channel.cc,4934,4826165,38784,156347
content/common/inter_process_time_ticks_converter.cc,705,720720,5348,27221
content/common/page_zoom.cc,72,31510,764,1229
content/common/indexed_db/proxy_webidbindex_impl.cc,1490,1349841,5404,48397
content/common/indexed_db/proxy_webidbobjectstore_impl.cc,1537,1357243,9684,48598
content/common/plugin_carbon_interpose_constants_mac.cc,41,860,548,31
content/common/gpu/client/webgraphicscontext3d_command_buffer_impl.cc,5537,4936912,72736,159808
content/common/gpu/gpu_command_buffer_stub.cc,5175,4969166,54328,150759
content/common/indexed_db/proxy_webidbtransaction_impl.cc,1409,1347479,3664,48317
content/common/request_extra_data.cc,320,453922,1244,17125
content/common/message_router.cc,1199,911792,9632,34305
content/common/process_type.cc,577,695468,1828,26204
content/common/gpu/texture_image_transport_surface.cc,3999,4811176,19180,146711
content/common/set_process_title.cc,43,651,320,22
content/common/indexed_db/proxy_webidbcursor_impl.cc,2720,1353145,26624,48461
content/common/pepper_file_messages.cc,1101,1170355,1668,44437
content/common/sandbox_init_mac.cc,768,898242,5112,33762
content/common/ssl_status_serialization.cc,596,705487,1852,26565
content/common/indexed_db/indexed_db_dispatcher.cc,3303,1414525,54664,50052
content/common/unix_domain_socket_posix.cc,799,767316,4528,28906
content/common/quota_dispatcher.cc,1757,1250824,14056,47149
content/common/mac/font_loader.mm,3083,5816527,6244,185250
content/common/net/url_fetcher_impl.cc,2919,1690847,58920,63886
content/common/socket_stream_dispatcher.cc,1901,1410109,18968,52034
content/common/web_database_observer_impl.cc,1369,1177403,26332,42875
content/public/common/content_client.cc,884,976685,3040,37340
content/common/npobject_util.cc,3256,5409640,7088,168503
content/public/common/window_container_type.cc,733,849412,1684,31934
content/common/mac/attributed_string_coder.mm,4485,6424680,15576,203261
content/common/npobject_proxy.cc,3617,5422712,15688,169191
content/common/resource_dispatcher.cc,2973,1486742,44364,55196
content/common/npobject_stub.cc,3837,5422477,29916,168823
content/common/pepper_plugin_registry.cc,3672,5205858,20796,164105
content/common/webkitplatformsupport_impl.cc,2406,3926715,11740,126937
content/common/webmessageportchannel_impl.cc,2364,1461280,27644,53719
content/ppapi_plugin/plugin_process_dispatcher.cc,1257,1341406,5784,50203
content/common/np_channel_base.cc,4321,5098501,34948,159264
content/ppapi_plugin/broker_process_dispatcher.cc,1134,1265580,5760,47382
content/ppapi_plugin/ppapi_broker_main.cc,1352,1482806,1732,55955
content/app/content_main.cc,283,401265,484,15159
content/ppapi_plugin/ppapi_plugin_main.cc,1357,1483609,2488,55991
content/common/sandbox_mac.mm,3818,5935054,23092,190276
content/ppapi_plugin/ppapi_webkitplatformsupport_impl.cc,1296,1285590,15068,47946
content/common/swapped_out_messages.cc,3494,5571667,1940,171529
content/worker/shared_worker_devtools_agent.cc,1313,1230201,5824,46292
content/worker/worker_webapplicationcachehost_impl.cc,1085,1151595,3276,44286
content/public/common/common_param_traits.cc,3174,3847144,25976,124841
content/worker/worker_main.cc,1369,1541801,2060,57223
content/worker/websharedworkerclient_proxy.cc,1734,1515924,15544,55567
content/worker/websharedworker_stub.cc,1622,1379234,9080,52011
chrome/common/automation_constants.cc,386,397007,3556,14894
content/worker/worker_webkitplatformsupport_impl.cc,1588,1382664,23392,52087
content/worker/worker_thread.cc,1745,1446534,13056,54000
content/ppapi_plugin/ppapi_thread.cc,2652,2206020,17616,75211
chrome/common/automation_id.cc,791,791947,3608,30018
chrome/common/bzip2_error_handler.cc,547,693909,900,26130
content/app/content_main_runner.cc,2212,3237749,12740,110518
content/public/common/webkit_param_traits.cc,4072,5211143,27708,163782
content/plugin/webplugin_accelerated_surface_proxy_mac.cc,2400,4049877,6588,132277
chrome/common/chrome_version_info.cc,814,857689,4024,32312
chrome/common/cloud_print/cloud_print_class_mac.mm,1680,3601794,620,112054
chrome/common/cloud_print/cloud_print_proxy_info.cc,304,393717,1196,14710
content/plugin/plugin_main_mac.mm,2811,5629529,3876,178109
chrome/common/custom_handlers/protocol_handler.cc,905,941446,7524,35404
content/plugin/plugin_main.cc,3011,5436818,2172,171609
chrome/common/badge_util.cc,2235,3720543,3928,120998
chrome/common/content_settings.cc,605,685418,2392,25982
chrome/common/child_process_logging_mac.mm,2255,3916270,11688,126165
content/plugin/plugin_thread.cc,3627,5772751,13216,185145
chrome/common/content_settings_helper.cc,752,844447,2548,31719
content/plugin/plugin_interpose_util_mac.mm,3860,6348920,12860,203711
chrome/common/common_param_traits.cc,960,1025809,2848,38282
content/plugin/plugin_channel.cc,4283,5779477,31196,185241
chrome/common/content_settings_pattern_parser.cc,946,985138,7412,37104
chrome/common/chrome_version_info_mac.mm,2386,4399596,788,142218
content/utility/utility_thread_impl.cc,3666,5397720,17696,170085
content/plugin/webplugin_delegate_stub.cc,4233,5798735,36924,183927
content/plugin/webplugin_proxy.cc,4187,5800744,25012,184489
chrome/common/extensions/csp_validator.cc,903,848941,5632,31920
chrome/common/extensions/extension_error_utils.cc,783,843461,3956,31639
chrome/common/extensions/extension_constants.cc,942,986225,32488,36387
chrome/common/extensions/extension_icon_set.cc,796,750286,5576,28206
chrome/common/pref_store.cc,291,420072,1048,15737
chrome/common/extensions/extension_resource.cc,817,979982,3508,37111
chrome/common/extensions/extension_localization_peer.cc,2878,4018371,10112,130363
chrome/common/chrome_content_client.cc,4194,5687340,27464,184367
chrome/common/extensions/extension_message_bundle.cc,1334,1034223,20444,38462
chrome/common/extensions/file_browser_handler.cc,429,538024,1768,20211
chrome/common/extensions/extension_process_policy.cc,2171,3756000,1200,120538
chrome/common/content_settings_pattern.cc,3535,5316091,22404,165991
chrome/common/extensions/extension_action.cc,3034,3752772,16168,122231
chrome/common/extensions/extension_unpacker.cc,3307,4213454,21552,138546
chrome/common/extensions/update_manifest.cc,1512,1173043,15504,44016
chrome/common/extensions/extension_set.cc,2455,3768097,9988,120919
chrome/common/extensions/extension_l10n_util.cc,3007,3918981,22476,126329
chrome/common/extensions/url_pattern.cc,1357,907972,23092,34037
chrome/common/extensions/extension_messages.cc,2831,4028405,7260,130517
chrome/common/guid.cc,313,397991,940,14930
chrome/common/favicon_url.cc,374,431356,1264,16158
chrome/common/guid_posix.cc,312,398165,776,14926
chrome/common/extensions/extension_file_util.cc,3695,4210639,30312,136787
chrome/common/external_ipc_fuzzer.cc,767,812026,308,31351
chrome/common/extensions/url_pattern_set.cc,1060,817634,7768,30862
chrome/common/extensions/manifest.cc,2492,3775762,8276,121355
chrome/common/extensions/manifest_feature_provider.cc,2539,3778152,5812,121596
chrome/common/extensions/user_script.cc,1436,951401,16168,35705
chrome/common/extensions/feature.cc,3343,3770291,22692,121136
chrome/common/jstemplate_builder.cc,963,953539,7256,36108
chrome/common/important_file_writer.cc,1355,1293441,10368,47950
chrome/common/logging_chrome.cc,1229,1107064,11956,42079
chrome/common/extensions/extension_permission_set.cc,4307,3845951,54908,123239
chrome/common/json_pref_store.cc,1642,1238169,17740,45386
chrome/common/json_schema_validator.cc,1788,957913,40920,35615
chrome/common/metrics/histogram_sender.cc,1062,866824,9172,33083
chrome/common/nacl_cmd_line.cc,394,523177,1356,19423
chrome/common/multi_process_lock_mac.cc,873,1037603,2664,37594
chrome/common/mac/app_mode_common.mm,2103,3729729,3696,119177
chrome/common/metrics/metrics_service_base.cc,1126,1155898,5404,42258
chrome/common/extensions/api/extension_api.cc,3121,3797306,20816,122238
chrome/common/metrics/metrics_log_manager.cc,1533,1255462,15036,45791
chrome/common/metrics/metrics_log_base.cc,1711,1515216,24416,54960
chrome/common/mac/objc_method_swizzle.mm,2077,3637890,3012,115450
chrome/common/libxml_utils.cc,1093,1114825,7024,41795
chrome/common/nacl_messages.cc,1452,1050375,10128,39378
chrome/common/mac/cfbundle_blocker.mm,2866,5004097,11500,156826
chrome/common/switch_utils.cc,507,523282,2852,19410
chrome/common/chrome_view_type.cc,35,1781,808,89
chrome/common/profiling.cc,1495,1318247,10020,49021
chrome/common/url_constants.cc,339,449964,13240,16557
chrome/common/service_process_util.cc,1261,1331233,3580,54116
chrome/common/spellcheck_common.cc,966,808793,7112,30529
chrome/common/string_ordinal.cc,950,706167,10964,26463
chrome/common/thumbnail_score.cc,668,721340,2788,27281
chrome/common/mac/launchd.mm,3255,5366963,11876,174256
chrome/common/mac/objc_zombie.mm,2995,5105587,20004,160633
chrome/common/web_resource/web_resource_unpacker.cc,810,800039,1880,30452
chrome/common/service_process_util_posix.cc,1626,1448373,12528,52415
chrome/common/visitedlink_common.cc,856,861333,3124,32429
chrome/common/time_format.cc,1387,1129617,13380,42386
chrome/common/zip_internal.cc,806,873008,1188,32905
chrome/common/print_messages.cc,2611,3703644,4300,117300
content/public/browser/download_manager_delegate.cc,819,866856,2760,33098
chrome/common/automation_messages.cc,11384,5622901,444052,164270
chrome/common/zip.cc,1235,1274424,5528,47443
content/public/browser/browser_child_process_host_delegate.cc,620,733097,1376,27856
content/public/utility/utility_thread.cc,679,743420,4000,27932
content/public/browser/navigation_details.cc,317,432342,740,16264
chrome/common/worker_thread_ticker.cc,1288,1126131,6312,41561
chrome/common/zip_reader.cc,1280,1279466,9008,47571
content/public/browser/page_navigator.cc,390,437547,2716,16464
content/utility/utility_main.cc,1427,1535109,1316,56920
chrome/common/extensions/extension.cc,9213,4021049,238816,130526
content/public/browser/favicon_status.cc,908,964100,696,37032
content/public/browser/browser_child_process_host_iterator.cc,1232,1316855,3060,54315
content/public/browser/notification_registrar.cc,989,838749,5336,31648
